ID,probability
TEST_00113,0.3731904625892639
TEST_00114,0.17194752395153046
TEST_00115,0.3932003974914551
TEST_00116,0.0013958598719909787
TEST_00117,0.4556746482849121
TEST_00118,0.33830973505973816
TEST_00119,0.16028283536434174
TEST_00120,0.0011361927026882768
TEST_00121,0.001676869229413569
TEST_00122,0.3052557408809662
TEST_00123,0.5085387229919434
TEST_00124,0.4107547700405121
TEST_00125,0.2737252116203308
TEST_00126,0.0018523456528782845
TEST_00127,0.0651736631989479
TEST_00128,0.2772970199584961
TEST_00129,0.4022790789604187
TEST_00130,0.2313489317893982
TEST_00131,0.40076544880867004
TEST_00132,0.0016287409234791994
TEST_00133,0.26351308822631836
TEST_00134,0.3811120390892029
TEST_00135,0.0022333732340484858
TEST_00136,0.18483424186706543
TEST_00137,0.22169630229473114
TEST_00138,0.077539823949337
TEST_00139,0.2561514675617218
TEST_00140,0.017245449125766754
TEST_00141,0.0017075918149203062
TEST_00142,0.30247652530670166
TEST_00143,0.0019704164005815983
TEST_00144,0.13443879783153534
TEST_00145,0.47249871492385864
TEST_00146,0.16541102528572083
TEST_00147,0.22542479634284973
TEST_00148,0.23733295500278473
TEST_00149,0.41919589042663574
TEST_00150,0.001977419015020132
TEST_00151,0.0008985367603600025
TEST_00152,0.36422932147979736
TEST_00153,0.298529714345932
TEST_00154,0.025675702840089798
TEST_00155,0.23139767348766327
TEST_00156,0.3832976818084717
TEST_00157,0.36541318893432617
TEST_00158,0.44235721230506897
TEST_00159,0.33054861426353455
TEST_00160,0.4278552234172821
TEST_00161,0.4880201816558838
TEST_00162,0.3334070146083832
TEST_00163,0.004973090719431639
TEST_00164,0.5365422964096069
TEST_00165,0.222417414188385
TEST_00166,0.36281442642211914
TEST_00167,0.20916306972503662
TEST_00168,0.3738640546798706
TEST_00169,0.17397142946720123
TEST_00170,0.21061870455741882
TEST_00171,0.24340957403182983
TEST_00172,0.25146201252937317
TEST_00173,0.2784729301929474
TEST_00174,0.1373397260904312
TEST_00175,0.2747042775154114
TEST_00176,0.4267745912075043
TEST_00177,0.19553202390670776
TEST_00178,0.3624201714992523
TEST_00179,0.31529074907302856
TEST_00180,0.34142982959747314
TEST_00181,0.4522404670715332
TEST_00182,0.1595841497182846
TEST_00183,0.5398321747779846
TEST_00184,0.13193552196025848
TEST_00185,0.20332875847816467
TEST_00186,0.35232457518577576
TEST_00187,0.2580893337726593
TEST_00188,0.31909850239753723
TEST_00189,0.2758004665374756
TEST_00190,0.4517492651939392
TEST_00191,0.21906481683254242
TEST_00192,0.2806236147880554
TEST_00193,0.06332269310951233
TEST_00194,0.6314846277236938
TEST_00195,0.37534403800964355
TEST_00196,0.44361189007759094
TEST_00197,0.26319965720176697
TEST_00198,0.26953062415122986
TEST_00199,0.3198615312576294
TEST_00200,0.3917700946331024
TEST_00201,0.4617334008216858
TEST_00202,0.27548956871032715
TEST_00203,0.30784183740615845
TEST_00204,0.0009134925785474479
TEST_00205,0.06575743108987808
TEST_00206,0.0024455650709569454
TEST_00207,0.282439649105072
TEST_00208,0.2229221612215042
TEST_00209,0.27557873725891113
TEST_00210,0.43840160965919495
TEST_00211,0.13841213285923004
TEST_00212,0.1686502993106842
TEST_00213,0.10907461494207382
TEST_00214,0.34522882103919983
TEST_00215,0.2797907292842865
TEST_00216,0.3581889867782593
TEST_00217,0.27209940552711487
TEST_00218,0.522232174873352
TEST_00219,0.2051904797554016
TEST_00220,0.5821603536605835
TEST_00221,0.42437881231307983
TEST_00222,0.09584571421146393
TEST_00223,0.2714311480522156
TEST_00224,0.11734658479690552
TEST_00225,0.31692585349082947
TEST_00226,0.21917212009429932
TEST_00227,0.30711865425109863
TEST_00228,0.0019795948173850775
TEST_00229,0.3186923563480377
TEST_00230,0.29037079215049744
TEST_00231,0.38099560141563416
TEST_00232,0.22395837306976318
TEST_00233,0.3301941454410553
TEST_00234,0.3675055503845215
TEST_00235,0.4912153482437134
TEST_00236,0.3259953558444977
TEST_00237,0.0023421086370944977
TEST_00238,0.0018843860598281026
TEST_00239,0.40636253356933594
TEST_00240,0.29483747482299805
TEST_00241,0.3979603350162506
TEST_00242,0.3055773377418518
TEST_00243,0.19040635228157043
TEST_00244,0.0007296878611668944
TEST_00245,0.49856337904930115
TEST_00246,0.37240782380104065
TEST_00247,0.11451886594295502
TEST_00248,0.374015748500824
TEST_00249,0.47228360176086426
TEST_00250,0.21451148390769958
TEST_00251,0.001661903690546751
TEST_00252,0.4262120723724365
TEST_00253,0.01604653336107731
TEST_00254,0.35895177721977234
TEST_00255,0.5352061986923218
TEST_00256,0.31614306569099426
TEST_00257,0.3637734353542328
TEST_00258,0.4002871513366699
TEST_00259,0.5195311903953552
TEST_00260,0.0020441440865397453
TEST_00261,0.001229596440680325
TEST_00262,0.0013494215672835708
TEST_00263,0.509384036064148
TEST_00264,0.2206418216228485
TEST_00265,0.32804226875305176
TEST_00266,0.18922215700149536
TEST_00267,0.001077731023542583
TEST_00268,0.2074902504682541
TEST_00269,0.36307597160339355
TEST_00270,0.16169993579387665
TEST_00271,0.002025183057412505
TEST_00272,0.2606450021266937
TEST_00273,0.23998045921325684
TEST_00274,0.26637083292007446
TEST_00275,0.04645374044775963
TEST_00276,0.001005783909931779
TEST_00277,0.25444456934928894
TEST_00278,0.35663771629333496
TEST_00279,0.49557673931121826
TEST_00280,0.0025224806740880013
TEST_00281,0.13781097531318665
TEST_00282,0.0015242596855387092
TEST_00283,0.0013091971632093191
TEST_00284,0.39195868372917175
TEST_00285,0.2581716775894165
TEST_00286,0.06251728534698486
TEST_00287,0.5166396498680115
TEST_00288,0.0028732679784297943
TEST_00289,0.387374609708786
TEST_00290,0.14478543400764465
TEST_00291,0.2961021363735199
TEST_00292,0.4008454382419586
TEST_00293,0.0023436842020601034
TEST_00294,0.5028550028800964
TEST_00295,0.3235014081001282
TEST_00296,0.025142185389995575
TEST_00297,0.0015910457586869597
TEST_00298,0.5264534950256348
TEST_00299,0.349918007850647
TEST_00300,0.1521647721529007
TEST_00301,0.4642792046070099
TEST_00302,0.29615071415901184
TEST_00303,0.3848905563354492
TEST_00304,0.5702367424964905
TEST_00305,0.4732130467891693
TEST_00306,0.20758484303951263
TEST_00307,0.5082658529281616
TEST_00308,0.4328137934207916
TEST_00309,0.4723582863807678
TEST_00310,0.39772704243659973
TEST_00311,0.4442506730556488
TEST_00312,0.13446307182312012
TEST_00313,0.14148560166358948
TEST_00314,0.47951993346214294
TEST_00315,0.3239760100841522
TEST_00316,0.038069624453783035
TEST_00317,0.10820392519235611
TEST_00318,0.0010334893595427275
TEST_00319,0.002648496301844716
TEST_00320,0.42969459295272827
TEST_00321,0.22728818655014038
TEST_00322,0.1865362972021103
TEST_00323,0.23309612274169922
TEST_00324,0.3083499073982239
TEST_00325,0.0007856872980482876
TEST_00326,0.30543747544288635
TEST_00327,0.2923317849636078
TEST_00328,0.13693338632583618
TEST_00329,0.3282545208930969
TEST_00330,0.36573705077171326
TEST_00331,0.00047548001748509705
TEST_00332,0.4266854524612427
TEST_00333,0.3795406222343445
TEST_00334,0.43179935216903687
TEST_00335,0.3208695948123932
TEST_00336,0.0011245774803683162
TEST_00337,0.20948971807956696
TEST_00338,0.247929647564888
TEST_00339,0.3085448741912842
TEST_00340,0.34322118759155273
TEST_00341,0.2839685082435608
TEST_00342,0.14657039940357208
TEST_00343,0.04442984238266945
TEST_00344,0.18697687983512878
TEST_00345,0.02497776970267296
TEST_00346,0.2930506467819214
TEST_00347,0.2574685513973236
TEST_00348,0.397616982460022
TEST_00349,0.3165258467197418
TEST_00350,0.2634965777397156
TEST_00351,0.3755931258201599
TEST_00352,0.001882554148323834
TEST_00353,0.0027543995529413223
TEST_00354,0.1991024613380432
TEST_00355,0.38040849566459656
TEST_00356,0.1704399734735489
TEST_00357,0.001724880887195468
TEST_00358,0.0015669513959437609
TEST_00359,0.48262280225753784
TEST_00360,0.3595333993434906
TEST_00361,0.21910293400287628
TEST_00362,0.3685491383075714
TEST_00363,0.002872616518288851
TEST_00364,0.31379178166389465
TEST_00365,0.2266739010810852
TEST_00366,0.2892529368400574
TEST_00367,0.18949364125728607
TEST_00368,0.2682454586029053
TEST_00369,0.07305607199668884
TEST_00370,0.0010701572755351663
TEST_00371,0.10399465262889862
TEST_00372,0.2545571029186249
TEST_00373,0.4562643766403198
TEST_00374,0.3666689097881317
TEST_00375,0.0024627787061035633
TEST_00376,0.0007846616790629923
TEST_00377,0.2675445079803467
TEST_00378,0.32615071535110474
TEST_00379,0.16441355645656586
TEST_00380,0.002897838829085231
TEST_00381,0.4329306483268738
TEST_00382,0.4554234445095062
TEST_00383,0.0961855798959732
TEST_00384,0.38354936242103577
TEST_00385,0.17727530002593994
TEST_00386,0.5172604322433472
TEST_00387,0.29174137115478516
TEST_00388,0.28843361139297485
TEST_00389,0.23775026202201843
TEST_00390,0.45154717564582825
TEST_00391,0.49061545729637146
TEST_00392,0.31979069113731384
TEST_00393,0.29319891333580017
TEST_00394,0.10483567416667938
TEST_00395,0.48848721385002136
TEST_00396,0.35887160897254944
TEST_00397,0.00116564123891294
TEST_00398,0.15531396865844727
TEST_00399,0.0010316757252439857
TEST_00400,0.34813839197158813
TEST_00401,0.0013901973143219948
TEST_00402,0.10535959899425507
TEST_00403,0.012448701076209545
TEST_00404,0.4292420744895935
TEST_00405,0.4879577159881592
TEST_00406,0.09201337397098541
TEST_00407,0.2683820426464081
TEST_00408,0.27421054244041443
TEST_00409,0.11225003004074097
TEST_00410,0.05226409062743187
TEST_00411,0.18722601234912872
TEST_00412,0.13214325904846191
TEST_00413,0.42790621519088745
TEST_00414,0.3324580788612366
TEST_00415,0.22887453436851501
TEST_00416,0.46149933338165283
TEST_00417,0.48294830322265625
TEST_00418,0.4788762927055359
TEST_00419,0.0983339473605156
TEST_00420,0.08695627003908157
TEST_00421,0.3479662239551544
TEST_00422,0.49100998044013977
TEST_00423,0.0013236571103334427
TEST_00424,0.1479053497314453
TEST_00425,0.17877525091171265
TEST_00426,0.28441402316093445
TEST_00427,0.3641141355037689
TEST_00428,0.2604459822177887
TEST_00429,0.19245021045207977
TEST_00430,0.41530361771583557
TEST_00431,0.42404791712760925
TEST_00432,0.23320287466049194
TEST_00433,0.001320796087384224
TEST_00434,0.4399182200431824
TEST_00435,0.30728060007095337
TEST_00436,0.0010868870886042714
TEST_00437,0.24795004725456238
TEST_00438,0.0009029126958921552
TEST_00439,0.002502955961972475
TEST_00440,0.4220852255821228
TEST_00441,0.50449538230896
TEST_00442,0.4012843370437622
TEST_00443,0.38565537333488464
TEST_00444,0.003573633963242173
TEST_00445,0.38583898544311523
TEST_00446,0.08961574733257294
TEST_00447,0.43323901295661926
TEST_00448,0.36535221338272095
TEST_00449,0.003017772687599063
TEST_00450,0.4364924132823944
TEST_00451,0.00030017574317753315
TEST_00452,0.34224674105644226
TEST_00453,0.4667137563228607
TEST_00454,0.27967801690101624
TEST_00455,0.23516114056110382
TEST_00456,0.0036617738660424948
TEST_00457,0.3351941704750061
TEST_00458,0.10511274635791779
TEST_00459,0.31998497247695923
TEST_00460,0.005904445890337229
TEST_00461,0.43959811329841614
TEST_00462,0.3190563917160034
TEST_00463,0.16940145194530487
TEST_00464,0.32088392972946167
TEST_00465,0.28955748677253723
TEST_00466,0.2642354369163513
TEST_00467,0.3656945824623108
TEST_00468,0.5339105129241943
TEST_00469,0.0032250445801764727
TEST_00470,0.3195054829120636
TEST_00471,0.43281257152557373
TEST_00472,0.48333677649497986
TEST_00473,0.28742119669914246
TEST_00474,0.530104398727417
TEST_00475,0.3201588988304138
TEST_00476,0.0007295393734239042
TEST_00477,0.43770843744277954
TEST_00478,0.2079954296350479
TEST_00479,0.22781133651733398
TEST_00480,0.434060275554657
TEST_00481,0.170437291264534
TEST_00482,0.2798938453197479
TEST_00483,0.3020220100879669
TEST_00484,0.155506432056427
TEST_00485,0.291475385427475
TEST_00486,0.2781853973865509
TEST_00487,0.4307042062282562
TEST_00488,0.24212884902954102
TEST_00489,0.3422898054122925
TEST_00490,0.3165874183177948
TEST_00491,0.39857327938079834
TEST_00492,0.274446576833725
TEST_00493,0.2692873179912567
TEST_00494,0.00520985946059227
TEST_00495,0.4908047914505005
TEST_00496,0.2881025969982147
TEST_00497,0.38816893100738525
TEST_00498,0.26850077509880066
TEST_00499,0.528227686882019
TEST_00500,0.0009354209178127348
TEST_00501,0.0011302581988275051
TEST_00502,0.05546070262789726
TEST_00503,0.3583449125289917
TEST_00504,0.0007396693690679967
TEST_00505,0.500858724117279
TEST_00506,0.0012067791540175676
TEST_00507,0.24970601499080658
TEST_00508,0.43135014176368713
TEST_00509,0.20121505856513977
TEST_00510,0.25759461522102356
TEST_00511,0.025951359421014786
TEST_00512,0.023729991167783737
TEST_00513,0.029834948480129242
TEST_00514,0.5173707008361816
TEST_00515,0.3059791326522827
TEST_00516,0.4636998772621155
TEST_00517,0.3175525665283203
TEST_00518,0.2375970482826233
TEST_00519,0.36147892475128174
TEST_00520,0.0014931337209418416
TEST_00521,0.142249196767807
TEST_00522,0.0028860107995569706
TEST_00523,0.26375019550323486
TEST_00524,0.32361260056495667
TEST_00525,0.10285123437643051
TEST_00526,0.1592029482126236
TEST_00527,0.0033952058292925358
TEST_00528,0.245171919465065
TEST_00529,0.315901517868042
TEST_00530,0.3790338933467865
TEST_00531,0.39717668294906616
TEST_00532,0.49722784757614136
TEST_00533,0.0021054609678685665
TEST_00534,0.24310654401779175
TEST_00535,0.14080418646335602
TEST_00536,0.47491636872291565
TEST_00537,0.002783961594104767
TEST_00538,0.002064886037260294
TEST_00539,0.041445791721343994
TEST_00540,0.3713010847568512
TEST_00541,0.2787301242351532
TEST_00542,0.0011670287931337953
TEST_00543,0.31581348180770874
TEST_00544,0.2731291651725769
TEST_00545,0.36264386773109436
TEST_00546,0.3921942412853241
TEST_00547,0.001789892790839076
TEST_00548,0.5036793351173401
TEST_00549,0.25800231099128723
TEST_00550,0.32830244302749634
TEST_00551,0.30952587723731995
TEST_00552,0.27831465005874634
TEST_00553,0.12360180914402008
TEST_00554,0.21643193066120148
TEST_00555,0.3065953552722931
TEST_00556,0.19020983576774597
TEST_00557,0.36130809783935547
TEST_00558,0.4509715735912323
TEST_00559,0.002721404656767845
TEST_00560,0.20556047558784485
TEST_00561,0.07639682292938232
TEST_00562,0.5481307506561279
TEST_00563,0.002457020105794072
TEST_00564,0.322297066450119
TEST_00565,0.21562077105045319
TEST_00566,0.2904868423938751
TEST_00567,0.13686197996139526
TEST_00568,0.22358623147010803
TEST_00569,0.1958308070898056
TEST_00570,0.17359000444412231
TEST_00571,0.2802170515060425
TEST_00572,0.002080311765894294
TEST_00573,0.004328648094087839
TEST_00574,0.3754258155822754
TEST_00575,0.07744106650352478
TEST_00576,0.2291143238544464
TEST_00577,0.23838384449481964
TEST_00578,0.3468206524848938
TEST_00579,0.4813911020755768
TEST_00580,0.0006821040296927094
TEST_00581,0.3785795569419861
TEST_00582,0.15656206011772156
TEST_00583,0.30605044960975647
TEST_00584,0.25311484932899475
TEST_00585,0.28341662883758545
TEST_00586,0.10879881680011749
TEST_00587,0.21837928891181946
TEST_00588,0.3916027247905731
TEST_00589,0.0015902682207524776
TEST_00590,0.2182382494211197
TEST_00591,0.1803329586982727
TEST_00592,0.23414427042007446
TEST_00593,0.27236858010292053
TEST_00594,0.0012352539924904704
TEST_00595,0.20240901410579681
TEST_00596,0.39696791768074036
TEST_00597,0.4509599208831787
TEST_00598,0.27057692408561707
TEST_00599,0.23705464601516724
TEST_00600,0.08843477070331573
TEST_00601,0.31886765360832214
TEST_00602,0.32375508546829224
TEST_00603,0.4021393060684204
TEST_00604,0.19026964902877808
TEST_00605,0.4448571801185608
TEST_00606,0.047467559576034546
TEST_00607,0.30071911215782166
TEST_00608,0.1924496442079544
TEST_00609,0.5519185066223145
TEST_00610,0.0008992793736979365
TEST_00611,0.27041181921958923
TEST_00612,0.29562482237815857
TEST_00613,0.3381298780441284
TEST_00614,0.4030907154083252
TEST_00615,0.456817090511322
TEST_00616,0.36254021525382996
TEST_00617,0.22715845704078674
TEST_00618,0.12649476528167725
TEST_00619,0.15963175892829895
TEST_00620,0.19477349519729614
TEST_00621,0.1712900549173355
TEST_00622,0.4096651077270508
TEST_00623,0.48020505905151367
TEST_00624,0.4447290897369385
TEST_00625,0.45869362354278564
TEST_00626,0.27876347303390503
TEST_00627,0.23180347681045532
TEST_00628,0.4810093641281128
TEST_00629,0.10071161389350891
TEST_00630,0.2537393867969513
TEST_00631,0.15889543294906616
TEST_00632,0.5288937091827393
TEST_00633,0.3825419545173645
TEST_00634,0.4657782316207886
TEST_00635,0.48726338148117065
TEST_00636,0.21030506491661072
TEST_00637,0.4569952189922333
TEST_00638,0.00560098048299551
TEST_00639,0.4710371792316437
TEST_00640,0.0010912292636930943
TEST_00641,0.0006095830467529595
TEST_00642,0.5447339415550232
TEST_00643,0.26950979232788086
TEST_00644,0.1425003856420517
TEST_00645,0.1272687017917633
TEST_00646,0.0021776945795863867
TEST_00647,0.06937336921691895
TEST_00648,0.47708767652511597
TEST_00649,0.39796993136405945
TEST_00650,0.10871940851211548
TEST_00651,0.34278810024261475
TEST_00652,0.48014432191848755
TEST_00653,0.23979446291923523
TEST_00654,0.00106140598654747
TEST_00655,0.49208152294158936
TEST_00656,0.3477538228034973
TEST_00657,0.002170566702261567
TEST_00658,0.08773466944694519
TEST_00659,0.18761371076107025
TEST_00660,0.0007310171495191753
TEST_00661,0.5031882524490356
TEST_00662,0.13051064312458038
TEST_00663,0.0021986954379826784
TEST_00664,0.3246487081050873
TEST_00665,0.0016636935761198401
TEST_00666,0.2037987858057022
TEST_00667,0.0005126491887494922
TEST_00668,0.20206305384635925
TEST_00669,0.2616363763809204
TEST_00670,0.10335280746221542
TEST_00671,0.36059901118278503
TEST_00672,0.37810754776000977
TEST_00673,0.0015239729546010494
TEST_00674,0.214773491024971
TEST_00675,0.14292281866073608
TEST_00676,0.3459455668926239
TEST_00677,0.14673295617103577
TEST_00678,0.18892471492290497
TEST_00679,0.4294782876968384
TEST_00680,0.21590767800807953
TEST_00681,0.001332334359176457
TEST_00682,0.0006778980023227632
TEST_00683,0.09200505912303925
TEST_00684,0.3729276657104492
TEST_00685,0.15743869543075562
TEST_00686,0.4560779631137848
TEST_00687,0.05551747977733612
TEST_00688,0.2731185555458069
TEST_00689,0.36747977137565613
TEST_00690,0.3289921283721924
TEST_00691,0.4165726900100708
TEST_00692,0.0393427349627018
TEST_00693,0.1930350363254547
TEST_00694,0.08919249475002289
TEST_00695,0.2508213222026825
TEST_00696,0.055359695106744766
TEST_00697,0.3498486578464508
TEST_00698,0.4781692326068878
TEST_00699,0.0006998381577432156
TEST_00700,0.24975286424160004
TEST_00701,0.3013063669204712
TEST_00702,0.1639874428510666
TEST_00703,0.22563320398330688
TEST_00704,0.38509178161621094
TEST_00705,0.4489890933036804
TEST_00706,0.22481417655944824
TEST_00707,0.001102847745642066
TEST_00708,0.0014774760929867625
TEST_00709,0.32830676436424255
TEST_00710,0.4424351155757904
TEST_00711,0.23464366793632507
TEST_00712,0.2686360478401184
TEST_00713,0.11173276603221893
TEST_00714,0.45401501655578613
TEST_00715,0.0005838514771312475
TEST_00716,0.24694310128688812
TEST_00717,0.2771601974964142
TEST_00718,0.0709778368473053
TEST_00719,0.3517056703567505
TEST_00720,0.242302805185318
TEST_00721,0.3840562701225281
TEST_00722,0.0016776409465819597
TEST_00723,0.37243279814720154
TEST_00724,0.0009164296207018197
TEST_00725,0.0017837535124272108
TEST_00726,0.4104039669036865
TEST_00727,0.2855815887451172
TEST_00728,0.18195703625679016
TEST_00729,0.28773415088653564
TEST_00730,0.2436065822839737
TEST_00731,0.0032936003990471363
TEST_00732,0.36628684401512146
TEST_00733,0.2455139011144638
TEST_00734,0.1315518170595169
TEST_00735,0.48958510160446167
TEST_00736,0.2737741470336914
TEST_00737,0.13483083248138428
TEST_00738,0.26186132431030273
TEST_00739,0.06902642548084259
TEST_00740,0.21024446189403534
TEST_00741,0.2298341691493988
TEST_00742,0.1593870222568512
TEST_00743,0.5190163254737854
TEST_00744,0.3290298283100128
TEST_00745,0.4755401313304901
TEST_00746,0.001986041897907853
TEST_00747,0.35962870717048645
TEST_00748,0.259003609418869
TEST_00749,0.0002509204496163875
TEST_00750,0.41843706369400024
TEST_00751,0.0043776389211416245
TEST_00752,0.07338639348745346
TEST_00753,0.3052964210510254
TEST_00754,0.2679162323474884
TEST_00755,0.023538317531347275
TEST_00756,0.33056357502937317
TEST_00757,0.27767959237098694
TEST_00758,0.5118199586868286
TEST_00759,0.4440172016620636
TEST_00760,0.022522544488310814
TEST_00761,0.195133775472641
TEST_00762,0.4336734116077423
TEST_00763,0.0923866331577301
TEST_00764,0.13914787769317627
TEST_00765,0.24130453169345856
TEST_00766,0.26539987325668335
TEST_00767,0.22037382423877716
TEST_00768,0.35836270451545715
TEST_00769,0.04305073618888855
TEST_00770,0.22013747692108154
TEST_00771,0.19866298139095306
TEST_00772,0.06774580478668213
TEST_00773,0.14754171669483185
TEST_00774,0.3807094991207123
TEST_00775,0.36124342679977417
TEST_00776,0.4036789536476135
TEST_00777,0.38330626487731934
TEST_00778,0.25892311334609985
TEST_00779,0.142645001411438
TEST_00780,0.3477182388305664
TEST_00781,0.2678017020225525
TEST_00782,0.18764208257198334
TEST_00783,0.3941204845905304
TEST_00784,0.40940114855766296
TEST_00785,0.388704389333725
TEST_00786,0.37133413553237915
TEST_00787,0.5482337474822998
TEST_00788,0.0019468710524961352
TEST_00789,0.5287625789642334
TEST_00790,0.13101501762866974
TEST_00791,0.5742390751838684
TEST_00792,0.34050723910331726
TEST_00793,0.47102513909339905
TEST_00794,0.16225428879261017
TEST_00795,0.226003497838974
TEST_00796,0.5143956542015076
TEST_00797,0.31121963262557983
TEST_00798,0.167434424161911
TEST_00799,0.3556496500968933
TEST_00800,0.33325594663619995
TEST_00801,0.16831085085868835
TEST_00802,0.24986864626407623
TEST_00803,0.36880242824554443
TEST_00804,0.3134895861148834
TEST_00805,0.23067621886730194
TEST_00806,0.0018641400383785367
TEST_00807,0.002062049927189946
TEST_00808,0.5044592022895813
TEST_00809,0.250724196434021
TEST_00810,0.00026073362096212804
TEST_00811,0.34617525339126587
TEST_00812,0.41883277893066406
TEST_00813,0.4518950879573822
TEST_00814,0.18925611674785614
TEST_00815,0.11690789461135864
TEST_00816,0.38829272985458374
TEST_00817,0.2172718644142151
TEST_00818,0.2259192168712616
TEST_00819,0.42068785429000854
TEST_00820,0.416803777217865
TEST_00821,0.11812099069356918
TEST_00822,0.5017892122268677
TEST_00823,0.266683965921402
TEST_00824,0.4213474988937378
TEST_00825,0.5023341774940491
TEST_00826,0.29546472430229187
TEST_00827,0.002489221515133977
TEST_00828,0.4462370276451111
TEST_00829,0.2376594841480255
TEST_00830,0.3168870806694031
TEST_00831,0.47235167026519775
TEST_00832,0.15748435258865356
TEST_00833,0.0011268380330875516
TEST_00834,0.31744641065597534
TEST_00835,0.21121203899383545
TEST_00836,0.27857476472854614
TEST_00837,0.30263790488243103
TEST_00838,0.3591882288455963
TEST_00839,0.3233030140399933
TEST_00840,0.0012788441963493824
TEST_00841,0.4599970579147339
TEST_00842,0.36339372396469116
TEST_00843,0.39136362075805664
TEST_00844,0.3775726556777954
TEST_00845,0.3490259647369385
TEST_00846,0.32486268877983093
TEST_00847,0.0013160546077415347
TEST_00848,0.19888560473918915
TEST_00849,0.4071029722690582
TEST_00850,0.33965572714805603
TEST_00851,0.2653774619102478
TEST_00852,0.09346969425678253
TEST_00853,0.3267595171928406
TEST_00854,0.4189113974571228
TEST_00855,0.21949107944965363
TEST_00856,0.48843708634376526
TEST_00857,0.3445666432380676
TEST_00858,0.0020352064166218042
TEST_00859,0.28825801610946655
TEST_00860,0.4967551827430725
TEST_00861,0.35869938135147095
TEST_00862,0.3667374551296234
TEST_00863,0.3217560946941376
TEST_00864,0.25478455424308777
TEST_00865,0.003105933079496026
TEST_00866,0.12657469511032104
TEST_00867,0.47743797302246094
TEST_00868,0.48856499791145325
TEST_00869,0.20401930809020996
TEST_00870,0.420540988445282
